country,year,Q.exp,Q.imp,V.exp,V.imp,Q.balance,V.balance,UV.balance,energy_adequacy,food_deficit,food_price,food_production,gdp,protein_supply,protein_animal,undernourish,food_price_volatility,food_supply_variability,total_population,number_undernourished,dietary_energy_supply,fat_supply,food_over_acquisition,food_production_variability,calories,protein,fat,vitaminA,calcium,iron,zinc,thiamin,riboflavin,niacin,B6,magnesium,polyunsatFA,calories_demersalfish,calories_pelagicfish,calories_othermarinefish,calories_crustaceans,calories_molluscs,calories_seafood,protein_demersalfish,protein_pelagicFish,protein_othermarinefish,protein_crustaceans,protein_molluscs,protein_seafood,fat_demersalfish,fat_pelagicfish,fat_othermarinefish,fat_crustaceans,fat_molluscs,fat_seafood,vitaminA_demersalfish,vitaminA_pelagicfish,vitaminA_othermarinefish,vitaminA_crustaceans,vitaminA_molluscs,vitaminA_seafood,calcium_demersalfish,calcium_pelagicfish,calcium_othermarinefish,calcium_crustaceans,calcium_molluscs,calcium_seafood,iron_demersalfish,iron_pelagicfish,iron_othermarinefish,iron_crustaceans,iron_molluscs,iron_seafood,zinc_demersalfish,zinc_pelagicfish,zinc_othermarinefish,zinc_crustaceans,zinc_molluscs,zinc_seafood,thiamin_demersalfish,thiamin_pelagicfish,thiamin_othermarinefish,thiamin_crustaceans,thiamin_molluscs,thiamin_seafood,riboflavin_demersalfish,riboflavin_pelagicfish,riboflavin_othermarinefish,riboflavin_crustaceans,riboflavin_molluscs,riboflavin_seafood,niacin_demersalfish,niacin_pelagicFish,niacin_othermarinefish,niacin_crustaceans,niacin_molluscs,niacin_seafood,B6_demersalfish,B6_pelagicFish,B6_othermarinefish,B6_crustaceans,B6_molluscs,B6_seafood,polyunsatFA_demersalfish,polyunsatFA_pelagicFish,polyunsatFA_othermarinefish,polyunsatFA_crustaceans,polyunsatFA_molluscs,polyunsatFA_seafood,calories_percentseafood,protein_percentseafood,fat_percentseafood,vitaminA_percentseafood,calcium_percentseafood,iron_percentseafood,zinc_percentseafood,thiamin_percentseafood,riboflavin_percentseafood,niacin_percentseafood,B6_percentseafood,polyunsatFA_percentseafood,native,ex.imp,fishmeal,intensity,nutri,hatchery,antibiotic,habitat,GMO,code,trace,employment,waste
Senegal,2011,49702,184401,232241,234227,0.269532161,0.991521046,3.678674347,109,86,8.19,112,2159,60,17,13.6,4.5,31,13,1.8,2434,74,15.4,19.7,2478.4564,57.2835,73.5689,909.9625,246.9109,20.4641,13.9354,1.1845,0.83346,15.924,1.7505,421.6097,23.029,3.8318,28.2083,1.2341,0.033151,1.5373,34.844651,0.89257,5.0198,0.26738,0.0024521,0.2543,6.4365021,0.045079,0.95753,0.010284,8.22E-05,0.033044,1.046019192,0.31556,4.917,0.34708,0.0021918,0.37355,5.9553818,7.9791,7.2462,0.66845,0.10555,1.8965,17.8958,0.0090159,0.28467,0.03985,0.00021918,0.058905,0.39266008,0.040121,0.13198,0.0060418,0.00048493,0.022987,0.20161473,0.0036064,0.031055,0.00096411,6.44E-06,0.00037355,0.036005498,0.0013524,0.036231,0.0011248,5.48E-06,0.0014367,0.04015038,0.15327,2.4326,0.037767,0.00030247,0.015085,2.63902447,0.014425,0.10352,0.0038564,2.05E-05,0.00071836,0.122540308,0.019024,0.29683,0.0059646,4.34E-05,0.0027585,0.324620525,0.014059013,0.112362235,0.014218225,0.006544645,0.072478777,0.019187752,0.014467811,0.030397213,0.048173133,0.165726229,0.070003032,0.014096162,7,3.2,7.7,5.7,5.3,4.1,6.7,6,7,4,5.1,5.7,6.7
Serbia,2011,39738,394680,88666,1050016,0.100684099,0.084442523,0.838687777,109,NA,3.96,404,12571.9,81,37,,11.4,NA,9.6,,NA,81,11.9,9.7,2702.9939,73.0202,75.3324,468.659,666.7856,10.4674,8.3264,1.3598,1.1428,14.6483,1.6018,283.4087,15.7823,0.51534,3.3703,2.1173,0.011507,0.097545,6.111992,0.10484,0.47038,0.40669,0.002474,0.013679,0.998063,0.0076729,0.11881,0.042566,0.00013288,0.0010889,0.17027068,0.10307,0.77589,0.61753,0.0009589,0.02949,1.5269389,0.10307,0.53342,0.4411,0.0063014,0.035162,1.1190534,0.0019468,0.024732,0.010145,8.08E-05,0.0044803,0.041384922,0.0024049,0.016003,0.010586,0.00048493,0.0018148,0.03129363,0.00032066,0.0024247,0.0016762,6.44E-06,2.95E-05,0.004457488,0.00037219,0.0038795,0.0020952,5.89E-06,0.00011342,0.0064662,0.012597,0.1479,0.063959,0.00034247,0.001191,0.22598947,0.0014888,0.0096986,0.0066164,2.05E-05,5.67E-05,0.01788106,0.0024164,0.027568,0.010652,4.05E-05,0.00021778,0.040894728,0.002261193,0.013668314,0.002260258,0.003258102,0.001678281,0.003953696,0.003758363,0.003278047,0.005658208,0.015427693,0.011163104,0.002591177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serbia and Montenegro,2011,9931,90267,31154,405922,0.110018058,0.076748735,0.697601255,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seychelles,2011,48289,272662,233105,133718,0.177102053,1.7432582,9.843241056,NA,NA,6.63,NA,22556.4,NA,NA,,5,NA,0.1,,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sierra Leone,2011,68508,96714,278224,372156,0.708356598,0.747600469,1.055401292,106,212,6.61,174,1374.6,55,15,29,9,14,5.8,1.7,2289,55,16.9,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Singapore,2011,155719,278398,276469,962454,0.559339507,0.287254248,0.513559733,NA,NA,1.04,5,74949.1,NA,NA,,6.1,NA,5.1,,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slovakia,2011,231358,387582,240589,1032875,0.596926586,0.232931381,0.390217803,114,NA,2.57,255,25167.5,74,36,,6.9,54,5.4,,NA,109,15.1,23.2,3165.8524,74.171,121.404,706.6007,604.9607,10.8732,8.2541,1.3504,1.5089,15.7304,1.6403,276.3832,21.5528,2.0052,6.6507,1.0889,0.097808,0.032515,9.875123,0.40794,0.92822,0.20916,0.021029,0.0045597,1.5709087,0.029854,0.23445,0.021891,0.0011295,0.00036296,0.28768746,0.40103,1.5311,0.31759,0.0081507,0.0098301,2.2677008,0.40103,1.0526,0.22685,0.053562,0.011721,1.745763,0.007575,0.048804,0.0052175,0.00068699,0.0014934,0.06377689,0.0093574,0.031579,0.0054444,0.0041219,0.00060493,0.05110763,0.0012476,0.0047847,0.00086203,5.47E-05,9.83E-06,0.006958886,0.0014482,0.0076555,0.0010775,5.01E-05,3.78E-05,0.010269076,0.049015,0.29186,0.032893,0.002911,0.00039699,0.37707599,0.0057927,0.019139,0.0034027,0.00017466,1.89E-05,0.028527964,0.0094019,0.054402,0.0054784,0.00034466,7.26E-05,0.069699552,0.003119262,0.021179554,0.00236967,0.00320931,0.002885746,0.005865512,0.006191787,0.005153204,0.00680567,0.023971163,0.017391919,0.003233898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slovenia,2011,505296,619996,2397343,2612660,0.814998806,0.917587057,1.125875338,127,NA,2.16,332,28513.5,100,58,,12.4,NA,2.1,,NA,122,32.4,8.6,3308.405,89.1357,132.6372,690.6633,848.7791,13.4741,10.8194,1.5616,2.0525,19.4334,2.0035,351.3882,27.1432,2.2019,7.3921,0.67752,0.26466,1.3819,11.91808,0.44797,1.0317,0.13014,0.056901,0.19379,1.860501,0.032784,0.26059,0.013621,0.0030562,0.015426,0.3254772,0.44038,1.7018,0.19761,0.022055,0.41778,2.779625,0.44038,1.17,0.14115,0.14493,0.49812,2.39458,0.0083184,0.054244,0.0032465,0.0018589,0.063471,0.1311388,0.010276,0.035099,0.0033876,0.011153,0.02571,0.0856256,0.0013701,0.0053181,0.00053637,0.00014808,0.00041778,0.00779043,0.0015903,0.0085089,0.00067047,0.00013548,0.0016068,0.01251195,0.053825,0.3244,0.020467,0.0078767,0.016872,0.4234407,0.0063611,0.021272,0.0021173,0.0004726,0.00080342,0.03102642,0.010325,0.060467,0.0034088,0.0009326,0.0030852,0.0782186,0.003602364,0.020872681,0.002453891,0.004024573,0.002821205,0.009732657,0.00791408,0.004988749,0.006095956,0.021789327,0.015486109,0.002881701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solomon Islands,2011,14556,48354,62937,230304,0.301029904,0.273277928,0.907809903,115,67,NA,214,1976.4,56,17,10.9,NA,22,0.5,<0.1,2469,49,20.5,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Somalia,2011,33259,5041,115560,23898,6.597698869,4.835551092,0.732914792,NA,NA,NA,NA,NA,NA,NA,,NA,NA,9.6,,NA,NA,NA,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Africa,2011,328993,296071,739516,854750,1.111196301,0.865183972,0.778605878,125,24,2.96,239,12290.9,82,34,<5.0,6.3,21,51.4,ns,2984,85,29.1,12.7,2942.1025,79.1557,75.7549,589.1621,361.6843,30.9467,18.0919,3.2394,2.2263,31.7421,2.2326,491.5574,25.7319,1.2743,6.0786,0.12099,0.51384,0.60682,8.59455,0.29684,1.0817,0.026214,0.038007,0.10038,1.543141,0.014992,0.20634,0.0010082,0.001274,0.013044,0.2366582,0.10494,1.0596,0.034027,0.033973,0.14745,1.37999,2.6535,1.5615,0.065534,1.636,0.7486,6.665134,0.0029984,0.061344,0.0039068,0.0033973,0.023252,0.0948985,0.013343,0.028441,0.00059233,0.0075164,0.009074,0.05896673,0.0011993,0.0066921,9.45E-05,9.98E-05,0.00014745,0.008233166,0.00044975,0.0078074,0.00011027,8.49E-05,0.00056712,0.009019472,0.050972,0.52421,0.0037027,0.0046882,0.0059548,0.5895277,0.0047974,0.022307,0.00037808,0.00031849,0.00028356,0.02808453,0.0063265,0.063965,0.00058477,0.00067308,0.0010889,0.07263825,0.002921227,0.019495008,0.003123999,0.002342293,0.018428043,0.003066514,0.003259289,0.002541571,0.004051328,0.018572423,0.012579293,0.002822887,2.4,3.4,9.6,6.9,5.2,6.8,8.2,7.1,7.2,6,5.3,5,9
Spain,2011,1088269,1178615,1747277,2194765,0.923345622,0.796111201,0.862202822,127,NA,2,666,32530.1,105,66,,4.5,22,46.2,,NA,156,32.8,18.9,3405.5247,94.359,183.5232,560.1272,758.6642,14.8457,11.1157,1.7237,1.9419,21.4792,2.1398,337.3762,35.5618,13.2584,18.3343,1.1736,2.4164,9.1855,44.3682,2.6973,2.5589,0.22542,0.51953,1.2881,7.28925,0.1974,0.64632,0.023594,0.027904,0.10254,0.997758,2.6517,4.2208,0.34229,0.20137,2.777,10.19316,2.6517,2.9018,0.24449,1.3233,3.3111,10.43239,0.050087,0.13454,0.0056233,0.016973,0.42189,0.6291133,0.061872,0.087055,0.0058678,0.10184,0.17089,0.4275248,0.0082496,0.01319,0.00092907,0.0013521,0.002777,0.02649777,0.0095755,0.021104,0.0011613,0.001237,0.010681,0.0437588,0.32409,0.8046,0.035452,0.071918,0.11215,1.34821,0.038302,0.052761,0.0036674,0.0043151,0.0053404,0.1043859,0.062167,0.14997,0.0059045,0.0085151,0.020507,0.2470636,0.013028301,0.077250183,0.005436686,0.018197938,0.013750998,0.042376803,0.038461347,0.015372611,0.022534013,0.062768166,0.048783017,0.006947444,10,6.8,9.6,8.6,5.2,7.7,9.6,6.8,9.8,5,6.9,6,9.6
Sri Lanka,2011,926232,127674,1546656,293794,7.254664223,5.264423371,0.725660514,108,230,7.07,111,8949.3,57,15,26,7.9,17,20.8,5.4,2468,46,22,4.5,2525.2946,58.5806,55.6124,280.089,403.9834,17.0676,11.4849,0.15403,0.14182,14.1329,3.9325,513.4398,4.1898,1.7041,32.3443,1.3485,0.38404,0.13611,35.91705,0.34814,6.2201,0.25891,0.047466,0.018904,6.89352,0.020156,0.62201,0.02697,0.0043151,0.0037808,0.6772319,0.32982,11.1961,0.37084,0.069041,0.049151,12.014952,7.4209,88.9468,3.8567,5.9116,2.1437,108.2797,0.036647,0.93301,0.02697,0.021575,0.015123,1.033325,0.0076958,0.20526,0.0064728,0.015275,0.0030247,0.2377283,0.0010261,0,0,0,4.92E-05,0.001075251,0.001191,0,0,0,0.00018904,0.00138004,0.018323,0.80861,0.02697,0.012945,0.0019849,0.8688329,0.0052588,0.1244,0.0040455,0.00064726,9.45E-05,0.134446081,0.0077324,0.35361,0.006257,0.0013679,0.00036296,0.36933026,0.014222915,0.117675818,0.012177714,0.042896908,0.268030073,0.060543076,0.020699205,0.006980789,0.009730927,0.061475911,0.03418845,0.088149854,10,1,1,1,10,1,5,1,10,3,1,5,1
Saint Pierre and Miquelon,2011,285034,322820,688625,572656,0.882950251,1.202510757,1.361923569,NA,NA,NA,5,NA,NA,NA,,NA,NA,0,,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sudan,2011,591,58786,6567,193914,0.010053414,0.033865528,3.368559949,NA,NA,NA,NA,3478.3,NA,NA,,NA,NA,35.6,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sudan (former),2011,75299,65652,156118,75516,1.146941449,2.067349966,1.802489541,107,176,NA,203,NA,75,30,24.3,NA,16,NA,11.4,2346,69,16.3,3.4,2278.6537,70.2023,57.9506,517.9625,834.625,19.8591,12.1088,1.3991,1.8163,12.6419,1.8399,565.3154,12.1727,0.0088493,0.19381,0.14518,0,0.020227,0.3680663,0.0020614,0.034489,0.031456,0,0.003346,0.0713524,0.00010411,0.0065789,0.0012099,0,0.00043479,0.0083277,0.00072877,0.033784,0.040833,0,0.0049151,0.08026087,0.018427,0.049786,0.078641,0,0.024953,0.171807,2.08E-05,0.0019559,0.0046882,0,0.00077507,0.007439992,9.27E-05,0.00090682,0.00071079,0,0.00030247,0.002012738,8.33E-06,0.00021337,0.00011342,0,4.92E-06,0.000340034,3.12E-06,0.00024893,0.00013233,0,1.89E-05,0.000403287,0.00035397,0.016714,0.0044432,0,0.00019849,0.02170966,3.33E-05,0.00071123,0.0004537,0,9.45E-06,0.001207697,4.39E-05,0.0020395,0.00070172,0,3.63E-05,0.00282145,0.000161528,0.001016383,0.000143703,0.000154955,0.000205849,0.000374639,0.000166221,0.000243038,0.000222038,0.001717278,0.000656393,0.000231785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Suriname,2011,133414,23067,249862,23747,5.78376035,10.52183434,1.819203027,116,60,6.23,230,15119.7,62,28,8.7,15.2,49,0.5,<0.1,2757,77,19.6,12.3,2595.7203,62.5622,62.502,305.4681,344.2923,22.7189,9.3119,2.0291,1.5086,25.9465,1.4865,207.622,24.6438,0.01864,13.1948,2.9132,3.3675,0.048018,19.542158,0.0038104,2.424,0.63359,0.69838,0.0080532,3.7678336,0.00023945,0.37485,0.046933,0.042947,0.0010152,0.46598465,0.0020822,0,1.0057,0,0.0028923,1.0106745,0.0054137,3.2487,0.50285,2.3681,0.051608,6.1766717,0.00022904,0.12495,0.036876,0.044151,0.0017014,0.20790744,0.00010411,0.062475,0.010057,0.072247,0.00096411,0.14584722,1.67E-05,0.0062475,0.0026819,0.0052178,2.84E-05,0.014192214,2.19E-05,0.013745,0.0016762,0.0024082,0.00010775,0.017959013,0.00052055,0.42483,0.073751,0.07626,0.0010208,0.57638235,5.98E-05,0.04998,0.010057,0.0060205,2.84E-05,0.066145615,7.29E-05,0.096212,0.013409,0.012041,0.00047071,0.122205587,0.007528607,0.060225401,0.007455516,0.003308609,0.017940197,0.009151299,0.015662456,0.006994339,0.011904423,0.022214262,0.044497555,0.004958878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Swaziland,2011,74939,251225,245588,581621,0.298294358,0.422247477,1.415539605,100,165,NA,238,7620.2,56,16,23.6,NA,24,1.2,0.3,2268,44,8.8,6.2,2343.7915,51.9961,54.0915,186.84,275.3144,15.6884,8.6473,1.6057,0.99433,14.1002,1.5402,510.2941,10.9084,0,0.89858,0.41135,0,0,1.30993,0,0.15991,0.089127,0,0,0.249037,0,0.030502,0.0034279,0,0,0.0339299,0,0.15663,0.11569,0,0,0.27232,0,0.23083,0.22282,0,0,0.45365,0,0.0090682,0.013283,0,0,0.0223512,0,0.0042044,0.0020139,0,0,0.0062183,0,0.00098926,0.00032137,0,0,0.00131063,0,0.0011541,0.00037493,0,0,0.00152903,0,0.077492,0.012589,0,0,0.090081,0,0.0032975,0.0012855,0,0,0.004583,0,0.0094557,0.0019882,0,0,0.0114439,0.000558894,0.004789532,0.000627269,0.001457504,0.001647753,0.001424696,0.000719103,0.000816236,0.001537749,0.006388633,0.002975588,0.001049091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sweden,2011,584046,435633,1606689,1088359,1.340683557,1.476249105,1.101116738,124,NA,1.42,287,43709.2,108,71,,4.4,20,9.4,,NA,130,27.3,4.7,3442.698,96.3513,161.2175,1104.5086,1237.0124,12.6347,12.4103,1.6076,1.8704,18.6874,2.0326,378.3525,19.9522,6.9056,15.301,0.99209,4.4014,1.3819,28.98199,1.4049,2.1355,0.19056,0.94629,0.19379,4.87104,0.10282,0.53939,0.019945,0.050825,0.015426,0.728406,1.3811,3.5225,0.28936,0.36678,0.41778,5.97752,1.3811,2.4217,0.20668,2.4103,0.49812,6.9179,0.026088,0.11228,0.0047538,0.030914,0.063471,0.2375068,0.032226,0.072652,0.0049604,0.18549,0.02571,0.3210384,0.0042968,0.011008,0.0007854,0.0024627,0.00041778,0.01897068,0.0049874,0.017613,0.00098175,0.0022531,0.0016068,0.02744205,0.1688,0.67148,0.029969,0.13099,0.016872,1.018111,0.019949,0.044032,0.0031003,0.0078596,0.00080342,0.07574432,0.03238,0.12516,0.0049914,0.01551,0.0030852,0.1811266,0.008418395,0.050555,0.004518157,0.005411927,0.005592426,0.018797977,0.025868706,0.011800622,0.014671755,0.054481148,0.037264745,0.009078026,3.3,5.6,5.6,4.5,8.1,7.6,5.5,5.8,5.8,8,5.6,5,5.4
Switzerland,2011,170758,267652,298467,710620,0.637985145,0.420009288,0.658337096,135,NA,1.33,357,54550.7,94,59,,6.6,7,7.8,,NA,157,43.8,3.4,3745.3241,92.795,165.3555,1057.5934,1227.2808,12.5674,11.5177,1.5002,1.9759,17.0542,1.8856,339.7345,26.7045,0.80581,5.6171,3.7869,1.7145,3.0076,14.93191,0.16394,0.78397,0.72739,0.36862,0.42177,2.46569,0.011998,0.19801,0.076132,0.019799,0.033574,0.339513,0.16116,1.2932,1.1045,0.14288,0.90929,3.61103,0.16116,0.88904,0.78893,0.9389,1.0842,3.86223,0.0030442,0.041219,0.018145,0.012042,0.13814,0.2125902,0.0037604,0.026671,0.018934,0.072255,0.055956,0.1775764,0.00050139,0.0040411,0.0029979,0.00095932,0.00090929,0.009409,0.00058197,0.0064658,0.0037474,0.00087767,0.0034973,0.01517014,0.019698,0.24651,0.1144,0.051027,0.036721,0.468356,0.0023279,0.016164,0.011834,0.0030616,0.0017486,0.0351361,0.0037783,0.045947,0.019053,0.0060416,0.0067147,0.0815346,0.003986814,0.026571367,0.002053231,0.003414384,0.003146982,0.016916005,0.015417696,0.00627183,0.007677585,0.027462795,0.01863391,0.003053216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Syrian Arab Republic,2011,72906,56878,127116,199342,1.281796125,0.63767796,0.49748782,NA,NA,NA,NA,NA,NA,NA,,NA,NA,21.5,ns,NA,NA,NA,26.1,4194.2759,124.935,175.9126,853.4948,1383.5873,24.7036,18.6344,3.0391,3.3786,29.4468,3.5393,761.3463,32.807,0.80581,5.6171,3.7869,1.7145,3.0076,14.93191,0.16394,0.78397,0.72739,0.36862,0.42177,2.46569,0.011998,0.19801,0.076132,0.019799,0.033574,0.339513,0.16116,1.2932,1.1045,0.14288,0.90929,3.61103,0.16116,0.88904,0.78893,0.9389,1.0842,3.86223,0.0030442,0.041219,0.018145,0.012042,0.13814,0.2125902,0.0037604,0.026671,0.018934,0.072255,0.055956,0.1775764,0.00050139,0.0040411,0.0029979,0.00095932,0.00090929,0.009409,0.00058197,0.0064658,0.0037474,0.00087767,0.0034973,0.01517014,0.019698,0.24651,0.1144,0.051027,0.036721,0.468356,0.0023279,0.016164,0.011834,0.0030616,0.0017486,0.0351361,0.0037783,0.045947,0.019053,0.0060416,0.0067147,0.0815346,0.003560069,0.019735783,0.00193001,0.004230875,0.002791461,0.008605636,0.009529494,0.003095982,0.004490067,0.015905158,0.009927415,0.002485281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taiwan,2011,966106,1069814,700641,1548234,0.903059784,0.452542058,0.501120818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,3.9,3.5,5.8,7.8,4.6,5.9,4.2,7.2,5,3.9,6.7,5.3
United Republic of Tanzania,2011,70567,303906,125898,516908,0.232200088,0.243559782,1.048922006,102,259,11.02,158,2206.9,55,10,34.7,4.9,60,45,15.6,2144,43,16.4,8.6,2321.8097,57.1719,48.9085,759.6055,519.2654,20.6237,15.189,1.7981,1.1412,15.8696,2.299,550.6797,12.8298,0.49556,0.33476,0.096789,0.099452,0.060682,1.087243,0.11544,0.059573,0.020971,0.0073562,0.010038,0.2133782,0.0058301,0.011364,0.00080658,0.00024658,0.0013044,0.01955166,0.040811,0.058353,0.027222,0.0065753,0.014745,0.1477063,1.0319,0.085995,0.052427,0.31664,0.07486,1.561822,0.001166,0.0033784,0.0031255,0.00065753,0.0023252,0.01065263,0.0051888,0.0015663,0.00047386,0.0014548,0.0009074,0.00959116,0.00046641,0.00036855,7.56E-05,1.93E-05,1.47E-05,0.000944636,0.0001749,0.00042997,8.82E-05,1.64E-05,5.67E-05,0.000766239,0.019822,0.02887,0.0029621,0.0009074,0.00059548,0.05315698,0.0018656,0.0012285,0.00030247,6.16E-05,2.84E-05,0.00348657,0.0024603,0.0035227,0.00046781,0.00013027,0.00010889,0.00668997,0.000468274,0.003732222,0.00039976,0.000194451,0.003007753,0.000516524,0.000631454,0.000525352,0.000671433,0.003349611,0.001516559,0.00052144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
