"","country","species","area","year","production"
"60459","Norway","Marine crustaceans nei","Atlantic, Northeast",2009,5848.2
"60460","Norway","Marine molluscs nei","Atlantic, Northeast",2009,180
"60461","Norway","Pacific cupped oyster","Atlantic, Northeast",2009,NA
"60462","Norway","Rainbow trout","Atlantic, Northeast",2009,NA
"60463","Norway","Scallops nei","Atlantic, Northeast",2009,3
"60464","Oman","European seabass","Indian Ocean, Western",2009,NA
"60465","Oman","Gilthead seabream","Indian Ocean, Western",2009,14074
"60466","Oman","Porgies, seabreams nei","Indian Ocean, Western",2009,NA
"60467","Oman","Yellowfin seabream","Indian Ocean, Western",2009,NA
"60468","Oman","Yellowfin tuna","Indian Ocean, Western",2009,0.42
"60469","Pakistan","Penaeus shrimps nei","Indian Ocean, Western",2009,1253.2
"60470","Palau","Bear paw clam","Pacific, Western Central",2009,NA
"60471","Palau","Crocus giant clam","Pacific, Western Central",2009,NA
"60472","Palau","Elongate giant clam","Pacific, Western Central",2009,NA
"60473","Palau","Fluted giant clam","Pacific, Western Central",2009,38910
"60474","Palau","Giant clam","Pacific, Western Central",2009,NA
"60475","Palau","Milkfish","Pacific, Western Central",2009,703
"60476","Palau","Smooth giant clam","Pacific, Western Central",2009,911
"60477","Panama","Cobia","Atlantic, Western Central",2009,NA
"60478","Papua New Guinea","Elkhorn sea moss","Pacific, Western Central",2009,100
"60479","Papua New Guinea","Pearl oyster shells nei","Pacific, Western Central",2009,NA
"60480","Peru","[Chondracanthus chamissoi]","Pacific, Southeast",2009,1450
"60481","Peru","Brine shrimp","Pacific, Southeast",2009,NA
"60482","Peru","False abalone","Pacific, Southeast",2009,98.5
"60483","Peru","Flatfishes nei","Pacific, Southeast",2009,2.3
"60484","Peru","Giant kelps nei","Pacific, Southeast",2009,NA
"60485","Peru","Gracilaria seaweeds","Pacific, Southeast",2009,NA
"60486","Peru","Marine fishes nei","Pacific, Southeast",2009,NA
"60487","Peru","Pacific cupped oyster","Pacific, Southeast",2009,322
"60488","Peru","Peruvian calico scallop","Pacific, Southeast",2009,NA
"60489","Peru","Whiteleg shrimp","Pacific, Southeast",2009,9
"60490","Philippines","Banana prawn","Pacific, Western Central",2009,1849.94
"60491","Philippines","Caulerpa seaweeds","Pacific, Western Central",2009,NA
"60492","Philippines","Elkhorn sea moss","Pacific, Western Central",2009,135
"60493","Philippines","Flathead lobster","Pacific, Western Central",2009,NA
"60494","Philippines","Giant tiger prawn","Pacific, Western Central",2009,1276770
"60495","Philippines","Gracilaria seaweeds","Pacific, Western Central",2009,NA
"60496","Philippines","Green mussel","Pacific, Western Central",2009,NA
"60497","Philippines","Groupers, seabasses nei","Pacific, Western Central",2009,NA
"60498","Philippines","Indo-Pacific swamp crab","Pacific, Western Central",2009,6
"60499","Philippines","Jacks, crevalles nei","Pacific, Western Central",2009,403
"60500","Philippines","Marine fishes nei","Pacific, Western Central",2009,NA
"60501","Philippines","Milkfish","Pacific, Western Central",2009,NA
"60502","Philippines","Penaeus shrimps nei","Pacific, Western Central",2009,NA
"60503","Philippines","Slipper cupped oyster","Pacific, Western Central",2009,46554
"60504","Philippines","Snappers nei","Pacific, Western Central",2009,2.5
"60505","Philippines","Snubnose pompano","Pacific, Western Central",2009,322
"60506","Philippines","Spinefeet(=Rabbitfishes) nei","Pacific, Western Central",2009,NA
"60507","Philippines","Spiny eucheuma","Pacific, Western Central",2009,268.83
"60508","Philippines","Tilapias nei","Pacific, Western Central",2009,1200
"60509","Philippines","Tropical spiny lobsters nei","Pacific, Western Central",2009,6757.9
"60510","Portugal","[Solea spp]","Atlantic, Northeast",2009,NA
"60511","Portugal","Atlantic bluefin tuna","Atlantic, Northeast",2009,4769.9
"60512","Portugal","Atlantic ditch shrimp","Atlantic, Northeast",2009,8
"60513","Portugal","Blackspot(=red) seabream","Atlantic, Northeast",2009,NA
"60514","Portugal","Common cuttlefish","Atlantic, Northeast",2009,45
"60515","Portugal","Common edible cockle","Atlantic, Northeast",2009,64.6
"60516","Portugal","Common sole","Atlantic, Northeast",2009,348
"60517","Portugal","Croakers, drums nei","Atlantic, Northeast",2009,62969
"60518","Portugal","European seabass","Atlantic, Northeast",2009,NA
"60519","Portugal","Flat and cupped oysters nei","Atlantic, Northeast",2009,2
"60520","Portugal","Gilthead seabream","Atlantic, Northeast",2009,17
"60521","Portugal","Golden carpet shell","Atlantic, Northeast",2009,256695
"60522","Portugal","Green seaweeds","Atlantic, Northeast",2009,NA
"60523","Portugal","Grooved carpet shell","Atlantic, Northeast",2009,16
"60524","Portugal","Marine fishes nei","Atlantic, Northeast",2009,NA
"60525","Portugal","Marine molluscs nei","Atlantic, Northeast",2009,13
"60526","Portugal","Meagre","Atlantic, Northeast",2009,NA
"60527","Portugal","Octopuses nei","Atlantic, Northeast",2009,44155
"60528","Portugal","Peppery furrow","Atlantic, Northeast",2009,NA
"60529","Portugal","Pullet carpet shell","Atlantic, Northeast",2009,NA
"60530","Portugal","Red seaweeds","Atlantic, Northeast",2009,NA
"60531","Portugal","Sargo breams nei","Atlantic, Northeast",2009,15770
"60532","Portugal","Sea mussels nei","Atlantic, Northeast",2009,961
"60533","Portugal","Solen razor clams nei","Atlantic, Northeast",2009,NA
"60534","Portugal","Spotted seabass","Atlantic, Northeast",2009,NA
"60535","Portugal","Turbot","Atlantic, Northeast",2009,NA
"60536","Portugal","White seabream","Atlantic, Northeast",2009,40
"60537","Puerto Rico","Bluegill","Atlantic, Western Central",2009,NA
"60538","Puerto Rico","Cobia","Atlantic, Western Central",2009,2.5
"60539","Puerto Rico","Mangrove cupped oyster","Atlantic, Western Central",2009,2395
"60540","Puerto Rico","Penaeus shrimps nei","Atlantic, Western Central",2009,19404
"60541","Qatar","White-spotted spinefoot","Indian Ocean, Western",2009,93
"60542","Qatar","Yellowfin seabream","Indian Ocean, Western",2009,NA
"60543","Romania","Mediterranean mussel","Mediterranean and Black Sea",2009,843
"60544","Romania","Turbot","Mediterranean and Black Sea",2009,NA
"60545","Russian Federation","Aquatic invertebrates nei","Pacific, Northwest",2009,14.3
"60546","Russian Federation","Atlantic cod","Atlantic, Northeast",2009,NA
"60547","Russian Federation","Atlantic salmon","Atlantic, Northeast",2009,NA
"60548","Russian Federation","Brown seaweeds","Atlantic, Northeast",2009,NA
"60549","Russian Federation","Brown seaweeds","Pacific, Northwest",2009,79153
"60550","Russian Federation","Cupped oysters nei","Mediterranean and Black Sea",2009,NA
"60551","Russian Federation","Cupped oysters nei","Pacific, Northwest",2009,19931
"60552","Russian Federation","Flatfishes nei","Mediterranean and Black Sea",2009,NA
"60553","Russian Federation","Japanese sea cucumber","Pacific, Northwest",2009,1
"60554","Russian Federation","Marine fishes nei","Mediterranean and Black Sea",2009,3800
"60555","Russian Federation","Mediterranean mussel","Mediterranean and Black Sea",2009,7848.43
"60556","Russian Federation","Mullets nei","Mediterranean and Black Sea",2009,NA
"60557","Russian Federation","Sea cucumbers nei","Pacific, Northwest",2009,NA
"60558","Russian Federation","Sea mussels nei","Atlantic, Northeast",2009,NA
"60559","Russian Federation","Sea mussels nei","Mediterranean and Black Sea",2009,NA
"60560","Russian Federation","Sea mussels nei","Pacific, Northwest",2009,2.58
"60561","Russian Federation","Sea trout","Atlantic, Northeast",2009,NA
"60562","Russian Federation","Sea trout","Mediterranean and Black Sea",2009,2025
"60563","Russian Federation","Sea urchins nei","Pacific, Northwest",2009,1787.8
"60564","Russian Federation","Silver carp","Mediterranean and Black Sea",2009,0.02
"60565","Russian Federation","Sturgeons nei","Mediterranean and Black Sea",2009,NA
"60566","Russian Federation","Yesso scallop","Pacific, Northwest",2009,8378.9
"60567","R_union","Cobia","Indian Ocean, Western",2009,44
"60568","R_union","Drums nei","Indian Ocean, Western",2009,2791688
"60569","R_union","Mangrove red snapper","Indian Ocean, Western",2009,NA
"60570","R_union","Pargo breams nei","Indian Ocean, Western",2009,NA
"60571","R_union","Red drum","Indian Ocean, Western",2009,105
"60572","Saint Lucia","Eucheuma seaweeds nei","Atlantic, Western Central",2009,NA
"60573","Saint Lucia","Gracilaria seaweeds","Atlantic, Western Central",2009,NA
"60574","Samoa","Bear paw clam","Pacific, Eastern Central",2009,5735
"60575","Samoa","Elongate giant clam","Pacific, Eastern Central",2009,NA
"60576","Samoa","Fluted giant clam","Pacific, Eastern Central",2009,NA
"60577","Samoa","Giant clam","Pacific, Eastern Central",2009,95788
"60578","Samoa","Smooth giant clam","Pacific, Eastern Central",2009,NA
"60579","Saudi Arabia","Barramundi(=Giant seaperch)","Indian Ocean, Western",2009,NA
"60580","Saudi Arabia","Croakers, drums nei","Indian Ocean, Western",2009,NA
"60581","Saudi Arabia","Flathead grey mullet","Indian Ocean, Western",2009,806.62
"60582","Saudi Arabia","Giant tiger prawn","Indian Ocean, Western",2009,68662
"60583","Saudi Arabia","Gilthead seabream","Indian Ocean, Western",2009,NA
"60584","Saudi Arabia","Goldlined seabream","Indian Ocean, Western",2009,65900
"60585","Saudi Arabia","Groupers nei","Indian Ocean, Western",2009,NA
"60586","Saudi Arabia","Indian white prawn","Indian Ocean, Western",2009,NA
"60587","Saudi Arabia","Sobaity seabream","Indian Ocean, Western",2009,NA
"60588","Saudi Arabia","Spinefeet(=Rabbitfishes) nei","Indian Ocean, Western",2009,NA
"60589","Saudi Arabia","Whiteleg shrimp","Indian Ocean, Western",2009,440
"60590","Senegal","Blue mussel","Atlantic, Eastern Central",2009,NA
"60591","Senegal","Gasar cupped oyster","Atlantic, Eastern Central",2009,NA
"60592","Senegal","Pacific cupped oyster","Atlantic, Eastern Central",2009,NA
"60593","Serbia and Montenegro","Mediterranean mussel","Mediterranean and Black Sea",2009,31550
"60594","Seychelles","Giant tiger prawn","Indian Ocean, Western",2009,7
"60595","Singapore","Banana prawn","Pacific, Western Central",2009,29893
"60596","Singapore","Barramundi(=Giant seaperch)","Pacific, Western Central",2009,NA
"60597","Singapore","Bigeye trevally","Pacific, Western Central",2009,NA
"60598","Singapore","Black grouper","Pacific, Western Central",2009,86
"60599","Singapore","Brown-marbled grouper","Pacific, Western Central",2009,1040.3
"60600","Singapore","Cobia","Pacific, Western Central",2009,14163.7
"60601","Singapore","Flathead grey mullet","Pacific, Western Central",2009,166952
"60602","Singapore","Fourfinger threadfin","Pacific, Western Central",2009,NA
"60603","Singapore","Giant grouper","Pacific, Western Central",2009,16864
"60604","Singapore","Giant tiger prawn","Pacific, Western Central",2009,1277
"60605","Singapore","Golden trevally","Pacific, Western Central",2009,NA
"60606","Singapore","Green humphead parrotfish","Pacific, Western Central",2009,51383
"60607","Singapore","Green mussel","Pacific, Western Central",2009,NA
"60608","Singapore","Groupers nei","Pacific, Western Central",2009,NA
"60609","Singapore","Humpback grouper","Pacific, Western Central",2009,NA
"60610","Singapore","Indo-Pacific swamp crab","Pacific, Western Central",2009,NA
"60611","Singapore","John's snapper","Pacific, Western Central",2009,603
"60612","Singapore","Kuruma prawn","Pacific, Western Central",2009,199497
"60613","Singapore","Malabar grouper","Pacific, Western Central",2009,5100
"60614","Singapore","Mangrove red snapper","Pacific, Western Central",2009,NA
"60615","Singapore","Marine fishes nei","Pacific, Western Central",2009,230678
"60616","Singapore","Milkfish","Pacific, Western Central",2009,9
"60617","Singapore","Mozambique tilapia","Pacific, Western Central",2009,NA
"60618","Singapore","Mud spiny lobster","Pacific, Western Central",2009,7912
"60619","Singapore","Orange-spotted grouper","Pacific, Western Central",2009,9099.3
"60620","Singapore","Pacific cupped oyster","Pacific, Western Central",2009,NA
"60621","Singapore","Papuan black snapper","Pacific, Western Central",2009,96878.6
"60622","Singapore","Penaeus shrimps nei","Pacific, Western Central",2009,NA
"60623","Singapore","Snappers nei","Pacific, Western Central",2009,NA
"60624","Singapore","Snubnose pompano","Pacific, Western Central",2009,2000
"60625","Singapore","Spinefeet(=Rabbitfishes) nei","Pacific, Western Central",2009,NA
"60626","Singapore","Spotted coralgrouper","Pacific, Western Central",2009,3503782
"60627","Singapore","Streaked spinefoot","Pacific, Western Central",2009,NA
"60628","Singapore","White-spotted spinefoot","Pacific, Western Central",2009,96
"60629","Slovenia","Clams, etc. nei","Mediterranean and Black Sea",2009,6588.5
"60630","Slovenia","European seabass","Mediterranean and Black Sea",2009,NA
"60631","Slovenia","Gilthead seabream","Mediterranean and Black Sea",2009,NA
"60632","Slovenia","Marine fishes nei","Mediterranean and Black Sea",2009,NA
"60633","Slovenia","Mediterranean mussel","Mediterranean and Black Sea",2009,NA
"60634","Slovenia","Sharpsnout seabream","Mediterranean and Black Sea",2009,NA
"60635","Slovenia","Warty venus","Mediterranean and Black Sea",2009,NA
"60636","Solomon Islands","Eucheuma seaweeds nei","Pacific, Western Central",2009,NA
"60637","Solomon Islands","Giant tiger prawn","Pacific, Western Central",2009,32
"60638","South Africa","Carpet shells nei","Atlantic, Southeast",2009,NA
"60639","South Africa","European flat oyster","Atlantic, Southeast",2009,NA
"60640","South Africa","Giant tiger prawn","Atlantic, Southeast",2009,22383
"60641","South Africa","Gracilaria seaweeds","Atlantic, Southeast",2009,NA
"60642","South Africa","Indian white prawn","Atlantic, Southeast",2009,NA
"60643","South Africa","Kuruma prawn","Atlantic, Southeast",2009,NA
"60644","South Africa","Marine fishes nei","Atlantic, Southeast",2009,1375
"60645","South Africa","Mediterranean mussel","Atlantic, Southeast",2009,361
"60646","South Africa","Mullets nei","Atlantic, Southeast",2009,114
"60647","South Africa","Pacific cupped oyster","Atlantic, Southeast",2009,1558
"60648","South Africa","Perlemoen abalone","Atlantic, Southeast",2009,NA
"60649","South Africa","Red bait","Atlantic, Southeast",2009,19533
"60650","South Africa","Sea mussels nei","Atlantic, Southeast",2009,5520
"60651","South Africa","Seaweeds nei","Atlantic, Southeast",2009,NA
"60652","South Africa","Smooth mactra","Atlantic, Southeast",2009,6086.13
"60653","South Africa","Turbot","Atlantic, Southeast",2009,NA
"60654","Spain","Aquatic invertebrates nei","Atlantic, Northeast",2009,NA
"60655","Spain","Atlantic bluefin tuna","Mediterranean and Black Sea",2009,12210
"60656","Spain","Atlantic ditch shrimp","Mediterranean and Black Sea",2009,2708
"60657","Spain","Atlantic salmon","Atlantic, Northeast",2009,60
"60658","Spain","Banded carpet shell","Atlantic, Northeast",2009,NA
"60659","Spain","Big-scale sand smelt","Atlantic, Northeast",2009,76800
"60660","Spain","Blackspot(=red) seabream","Atlantic, Northeast",2009,478
"60661","Spain","Caramote prawn","Atlantic, Northeast",2009,NA
"60662","Spain","Common cuttlefish","Atlantic, Northeast",2009,1930.4
"60663","Spain","Common dentex","Mediterranean and Black Sea",2009,210188
"60664","Spain","Common edible cockle","Atlantic, Northeast",2009,6488
"60665","Spain","Common edible cockle","Mediterranean and Black Sea",2009,3
"60666","Spain","Common sole","Atlantic, Northeast",2009,NA
"60667","Spain","Common sole","Mediterranean and Black Sea",2009,13
"60668","Spain","Cupped oysters nei","Atlantic, Northeast",2009,12.1
"60669","Spain","Donax clams","Atlantic, Northeast",2009,NA
"60670","Spain","European eel","Atlantic, Northeast",2009,12
"60671","Spain","European flat oyster","Atlantic, Northeast",2009,12392
"60672","Spain","European flat oyster","Mediterranean and Black Sea",2009,34
"60673","Spain","European seabass","Atlantic, Eastern Central",2009,46
"60674","Spain","European seabass","Atlantic, Northeast",2009,NA
"60675","Spain","European seabass","Mediterranean and Black Sea",2009,0.71
"60676","Spain","Flathead grey mullet","Mediterranean and Black Sea",2009,92.99
"60677","Spain","Gastropods nei","Mediterranean and Black Sea",2009,NA
"60678","Spain","Gilthead seabream","Atlantic, Eastern Central",2009,NA
"60679","Spain","Gilthead seabream","Atlantic, Northeast",2009,240911
"60680","Spain","Gilthead seabream","Mediterranean and Black Sea",2009,73989.8
"60681","Spain","Great Atlantic scallop","Atlantic, Northeast",2009,NA
"60682","Spain","Greater amberjack","Mediterranean and Black Sea",2009,862907.7
"60683","Spain","Green crab","Mediterranean and Black Sea",2009,2115
