"","country","species","area","year","value","value.kg","relative.value"
"19812","Namibia","Gracilaria seaweeds","Atlantic, Southeast",2003,NA,NA,NA
"19813","Namibia","Mediterranean mussel","Atlantic, Southeast",2003,189.98,NA,0.004946290646517
"19814","Namibia","Pacific cupped oyster","Atlantic, Southeast",2003,38214.84,707.682222222222,0.994955814560184
"19815","Namibia","Perlemoen abalone","Atlantic, Southeast",2003,0,NA,0
"19816","Netherlands","Aquatic invertebrates nei","Atlantic, Northeast",2003,132724.81,NA,0.540291846350345
"19817","Netherlands","Blue mussel","Atlantic, Northeast",2003,129.11,NA,0.000525576795192196
"19818","Netherlands","Cupped oysters nei","Atlantic, Northeast",2003,NA,NA,NA
"19819","Netherlands","European flat oyster","Atlantic, Northeast",2003,80760,NA,0.328755185343674
"19820","Netherlands","Rainbow trout","Atlantic, Northeast",2003,32040,NA,0.130427391510789
"19821","Netherlands","Soles nei","Atlantic, Northeast",2003,NA,NA,NA
"19822","Netherlands Antilles","Stromboid conchs nei","Atlantic, Western Central",2003,NA,NA,NA
"19823","New Caledonia","Blue shrimp","Pacific, Western Central",2003,819.61,NA,1
"19824","New Caledonia","Pacific cupped oyster","Pacific, Western Central",2003,NA,NA,NA
"19825","New Zealand","Abalones nei","Pacific, Southwest",2003,68588,NA,0.991327975949587
"19826","New Zealand","Chinook(=Spring=King) salmon","Pacific, Southwest",2003,600,NA,0.00867202405041337
"19827","New Zealand","New Zealand mussel","Pacific, Southwest",2003,NA,NA,NA
"19828","New Zealand","Pacific cupped oyster","Pacific, Southwest",2003,NA,NA,NA
"19829","Nicaragua","Blue shrimp","Pacific, Eastern Central",2003,536,NA,1
"19830","Nigeria","Snappers nei","Atlantic, Eastern Central",2003,284313.4,2187.02615384615,1
"19831","Norway","Arctic char","Atlantic, Northeast",2003,10878,NA,0.00870657769458835
"19832","Norway","Atlantic cod","Atlantic, Northeast",2003,0,0,0
"19833","Norway","Atlantic halibut","Atlantic, Northeast",2003,NA,NA,NA
"19834","Norway","Atlantic salmon","Atlantic, Northeast",2003,1058702.1,NA,0.847368274413848
"19835","Norway","Blue mussel","Atlantic, Northeast",2003,8,5.07717303005686e-05,6.40307239903537e-06
"19836","Norway","Chars nei","Atlantic, Northeast",2003,0,0,0
"19837","Norway","European flat oyster","Atlantic, Northeast",2003,147846.94,NA,0.11833433259948
"19838","Norway","Finfishes nei","Atlantic, Northeast",2003,7700.86,0.282818318704323,0.00616364551435444
"19839","Norway","Great Atlantic scallop","Atlantic, Northeast",2003,21269.52,3.67730290456432,0.0170237845565914
"19840","Norway","Marine crustaceans nei","Atlantic, Northeast",2003,2337.94,0.439958599924727,0.00187124988557509
"19841","Norway","Marine molluscs nei","Atlantic, Northeast",2003,NA,NA,NA
"19842","Norway","Pacific cupped oyster","Atlantic, Northeast",2003,595,NA,0.000476228509678256
"19843","Norway","Rainbow trout","Atlantic, Northeast",2003,61.85,0.727647058823529,4.95037534850422e-05
"19844","Norway","Scallops nei","Atlantic, Northeast",2003,NA,NA,NA
"19845","Oman","European seabass","Indian Ocean, Western",2003,54655.25,NA,0.686974221396117
"19846","Oman","Gilthead seabream","Indian Ocean, Western",2003,NA,NA,NA
"19847","Oman","Porgies, seabreams nei","Indian Ocean, Western",2003,NA,NA,NA
"19848","Oman","Yellowfin seabream","Indian Ocean, Western",2003,0,NA,0
"19849","Oman","Yellowfin tuna","Indian Ocean, Western",2003,24904.14,NA,0.313025778603883
"19850","Pakistan","Penaeus shrimps nei","Indian Ocean, Western",2003,6,0.00154798761609907,1
"19851","Palau","Bear paw clam","Pacific, Western Central",2003,0,0,0
"19852","Palau","Crocus giant clam","Pacific, Western Central",2003,NA,NA,NA
"19853","Palau","Elongate giant clam","Pacific, Western Central",2003,35915.04,NA,0.871817166926282
"19854","Palau","Fluted giant clam","Pacific, Western Central",2003,1063.52,0.0248741697071756,0.0258163430520873
"19855","Palau","Giant clam","Pacific, Western Central",2003,2948.37,10.8395955882353,0.0715700046679731
"19856","Palau","Milkfish","Pacific, Western Central",2003,1268.68,2.831875,0.0307964853536578
"19857","Palau","Smooth giant clam","Pacific, Western Central",2003,NA,NA,NA
"19858","Panama","Cobia","Atlantic, Western Central",2003,0,NA,NA
"19859","Papua New Guinea","Elkhorn sea moss","Pacific, Western Central",2003,0,NA,0
"19860","Papua New Guinea","Pearl oyster shells nei","Pacific, Western Central",2003,680,NA,1
"19861","Peru","[Chondracanthus chamissoi]","Pacific, Southeast",2003,NA,NA,NA
"19862","Peru","Brine shrimp","Pacific, Southeast",2003,NA,NA,NA
"19863","Peru","False abalone","Pacific, Southeast",2003,0,NA,0
"19864","Peru","Flatfishes nei","Pacific, Southeast",2003,NA,NA,NA
"19865","Peru","Giant kelps nei","Pacific, Southeast",2003,NA,NA,NA
"19866","Peru","Gracilaria seaweeds","Pacific, Southeast",2003,0,NA,0
"19867","Peru","Marine fishes nei","Pacific, Southeast",2003,3439.88,NA,0.549947001804976
"19868","Peru","Pacific cupped oyster","Pacific, Southeast",2003,152.71,0.253250414593698,0.0244143419670564
"19869","Peru","Peruvian calico scallop","Pacific, Southeast",2003,NA,NA,NA
"19870","Peru","Whiteleg shrimp","Pacific, Southeast",2003,2662.34,NA,0.425638656227967
"19871","Philippines","Banana prawn","Pacific, Western Central",2003,0,0,0
"19872","Philippines","Caulerpa seaweeds","Pacific, Western Central",2003,NA,NA,NA
"19873","Philippines","Elkhorn sea moss","Pacific, Western Central",2003,NA,NA,NA
"19874","Philippines","Flathead lobster","Pacific, Western Central",2003,982641.3,NA,0.882421654784109
"19875","Philippines","Giant tiger prawn","Pacific, Western Central",2003,0,NA,0
"19876","Philippines","Gracilaria seaweeds","Pacific, Western Central",2003,NA,NA,NA
"19877","Philippines","Green mussel","Pacific, Western Central",2003,4369.3,NA,0.00392367483052891
"19878","Philippines","Groupers, seabasses nei","Pacific, Western Central",2003,NA,NA,NA
"19879","Philippines","Indo-Pacific swamp crab","Pacific, Western Central",2003,774.32,NA,0.000695347056685315
"19880","Philippines","Jacks, crevalles nei","Pacific, Western Central",2003,0,0,0
"19881","Philippines","Marine fishes nei","Pacific, Western Central",2003,2250,NA,0.00202052236483877
"19882","Philippines","Milkfish","Pacific, Western Central",2003,NA,NA,NA
"19883","Philippines","Penaeus shrimps nei","Pacific, Western Central",2003,101343.06,NA,0.0910070752227545
"19884","Philippines","Slipper cupped oyster","Pacific, Western Central",2003,16.14,0.000769230769230769,1.44938804304435e-05
"19885","Philippines","Snappers nei","Pacific, Western Central",2003,60,20,5.38805963957006e-05
"19886","Philippines","Snubnose pompano","Pacific, Western Central",2003,58.5,4.875,5.25335814858081e-05
"19887","Philippines","Spinefeet(=Rabbitfishes) nei","Pacific, Western Central",2003,NA,NA,NA
"19888","Philippines","Spiny eucheuma","Pacific, Western Central",2003,346.8,NA,0.000311429847167149
"19889","Philippines","Tilapias nei","Pacific, Western Central",2003,21714,NA,0.019499387835604
"19890","Philippines","Tropical spiny lobsters nei","Pacific, Western Central",2003,NA,NA,NA
"19891","Portugal","[Solea spp]","Atlantic, Northeast",2003,NA,NA,NA
"19892","Portugal","Atlantic bluefin tuna","Atlantic, Northeast",2003,1.48,NA,3.93801081388413e-06
"19893","Portugal","Atlantic ditch shrimp","Atlantic, Northeast",2003,3.66,3.66,9.73859431001075e-06
"19894","Portugal","Blackspot(=red) seabream","Atlantic, Northeast",2003,NA,NA,NA
"19895","Portugal","Common cuttlefish","Atlantic, Northeast",2003,348.27,NA,0.00092668312577799
"19896","Portugal","Common edible cockle","Atlantic, Northeast",2003,149.05,2.71,0.000396594940411777
"19897","Portugal","Common sole","Atlantic, Northeast",2003,46940,2040.86956521739,0.124898802434947
"19898","Portugal","Croakers, drums nei","Atlantic, Northeast",2003,6,NA,1.59649087049357e-05
"19899","Portugal","European seabass","Atlantic, Northeast",2003,320,106.666666666667,0.000851461797596568
"19900","Portugal","Flat and cupped oysters nei","Atlantic, Northeast",2003,8047.09,502.943125,0.0214118428650668
"19901","Portugal","Gilthead seabream","Atlantic, Northeast",2003,258352.98,186.671228323699,0.687430289891344
"19902","Portugal","Golden carpet shell","Atlantic, Northeast",2003,58,0.000224511204270358,0.000154327450814378
"19903","Portugal","Green seaweeds","Atlantic, Northeast",2003,NA,NA,NA
"19904","Portugal","Grooved carpet shell","Atlantic, Northeast",2003,NA,NA,NA
"19905","Portugal","Marine fishes nei","Atlantic, Northeast",2003,NA,NA,NA
"19906","Portugal","Marine molluscs nei","Atlantic, Northeast",2003,0,NA,0
"19907","Portugal","Meagre","Atlantic, Northeast",2003,23453,NA,0.062404167309476
"19908","Portugal","Octopuses nei","Atlantic, Northeast",2003,552,NA,0.00146877160085408
"19909","Portugal","Peppery furrow","Atlantic, Northeast",2003,NA,NA,NA
"19910","Portugal","Pullet carpet shell","Atlantic, Northeast",2003,0,NA,0
"19911","Portugal","Red seaweeds","Atlantic, Northeast",2003,33600.95,NA,0.0894060165248513
"19912","Portugal","Sargo breams nei","Atlantic, Northeast",2003,1627.29,0.176725673327541,0.00432992271440912
"19913","Portugal","Sea mussels nei","Atlantic, Northeast",2003,0,0,0
"19914","Portugal","Solen razor clams nei","Atlantic, Northeast",2003,0,NA,0
"19915","Portugal","Spotted seabass","Atlantic, Northeast",2003,260,NA,0.000691812710547212
"19916","Portugal","Turbot","Atlantic, Northeast",2003,2104.49,32.3767692307692,0.005599665120075
"19917","Portugal","White seabream","Atlantic, Northeast",2003,NA,NA,NA
"19918","Puerto Rico","Bluegill","Atlantic, Western Central",2003,9.78,NA,0.000327533950668966
"19919","Puerto Rico","Cobia","Atlantic, Western Central",2003,18703.16,3740.632,0.626372176359283
"19920","Puerto Rico","Mangrove cupped oyster","Atlantic, Western Central",2003,10131,3.64686825053996,0.339289003499724
"19921","Puerto Rico","Penaeus shrimps nei","Atlantic, Western Central",2003,1015.56,NA,0.0340112861903247
"19922","Qatar","White-spotted spinefoot","Indian Ocean, Western",2003,NA,NA,NA
"19923","Qatar","Yellowfin seabream","Indian Ocean, Western",2003,1736.8,NA,1
"19924","Romania","Mediterranean mussel","Mediterranean and Black Sea",2003,NA,NA,NA
"19925","Romania","Turbot","Mediterranean and Black Sea",2003,0,NA,NA
"19926","Russian Federation","Aquatic invertebrates nei","Pacific, Northwest",2003,1484.15,NA,0.0078197986247081
"19927","Russian Federation","Atlantic cod","Atlantic, Northeast",2003,500,1.83823529411765,0.0026344367566311
"19928","Russian Federation","Atlantic salmon","Atlantic, Northeast",2003,42,NA,0.000221292687557012
"19929","Russian Federation","Brown seaweeds","Atlantic, Northeast",2003,19816.24,3302.70666666667,0.104409262068447
"19930","Russian Federation","Brown seaweeds","Pacific, Northwest",2003,NA,NA,NA
"19931","Russian Federation","Cupped oysters nei","Mediterranean and Black Sea",2003,1442.95,NA,0.00760272103596169
"19932","Russian Federation","Cupped oysters nei","Pacific, Northwest",2003,NA,NA,NA
"19933","Russian Federation","Flatfishes nei","Mediterranean and Black Sea",2003,1744,NA,0.00918891540712928
"19934","Russian Federation","Japanese sea cucumber","Pacific, Northwest",2003,66175.2,263.646215139442,0.348668758514829
"19935","Russian Federation","Marine fishes nei","Mediterranean and Black Sea",2003,79663.24,8.85147111111111,0.41973553521665
"19936","Russian Federation","Mediterranean mussel","Mediterranean and Black Sea",2003,NA,NA,NA
"19937","Russian Federation","Mullets nei","Mediterranean and Black Sea",2003,0,NA,0
"19938","Russian Federation","Sea cucumbers nei","Pacific, Northwest",2003,NA,NA,NA
"19939","Russian Federation","Sea mussels nei","Atlantic, Northeast",2003,10,NA,5.2688735132622e-05
"19940","Russian Federation","Sea mussels nei","Mediterranean and Black Sea",2003,NA,NA,NA
"19941","Russian Federation","Sea mussels nei","Pacific, Northwest",2003,NA,NA,NA
"19942","Russian Federation","Sea trout","Atlantic, Northeast",2003,3294,NA,0.0173556693526857
"19943","Russian Federation","Sea trout","Mediterranean and Black Sea",2003,152.7,0.0695355191256831,0.000804556985475138
"19944","Russian Federation","Sea urchins nei","Pacific, Northwest",2003,NA,NA,NA
"19945","Russian Federation","Silver carp","Mediterranean and Black Sea",2003,NA,NA,NA
"19946","Russian Federation","Sturgeons nei","Mediterranean and Black Sea",2003,15469.41,NA,0.0815063646147934
"19947","Russian Federation","Yesso scallop","Pacific, Northwest",2003,0,0,0
"19948","R_union","Cobia","Indian Ocean, Western",2003,16322.96,NA,0.844441432413738
"19949","R_union","Drums nei","Indian Ocean, Western",2003,2956.93,NA,0.152971899995292
"19950","R_union","Mangrove red snapper","Indian Ocean, Western",2003,NA,NA,NA
"19951","R_union","Pargo breams nei","Indian Ocean, Western",2003,50,NA,0.00258666759096922
"19952","R_union","Red drum","Indian Ocean, Western",2003,0,0,0
"19953","Saint Lucia","Eucheuma seaweeds nei","Atlantic, Western Central",2003,0,NA,0
"19954","Saint Lucia","Gracilaria seaweeds","Atlantic, Western Central",2003,6114.68,NA,1
"19955","Samoa","Bear paw clam","Pacific, Eastern Central",2003,NA,NA,NA
"19956","Samoa","Elongate giant clam","Pacific, Eastern Central",2003,26297.43,NA,0.15107385228807
"19957","Samoa","Fluted giant clam","Pacific, Eastern Central",2003,147657,9.40490445859873,0.848262047177219
"19958","Samoa","Giant clam","Pacific, Eastern Central",2003,NA,NA,NA
"19959","Samoa","Smooth giant clam","Pacific, Eastern Central",2003,115.6,NA,0.000664100534710082
"19960","Saudi Arabia","Barramundi(=Giant seaperch)","Indian Ocean, Western",2003,0,0,0
"19961","Saudi Arabia","Croakers, drums nei","Indian Ocean, Western",2003,12,NA,4.77831980737e-05
"19962","Saudi Arabia","Flathead grey mullet","Indian Ocean, Western",2003,199250.55,13283.37,0.793402374745306
"19963","Saudi Arabia","Giant tiger prawn","Indian Ocean, Western",2003,NA,NA,NA
"19964","Saudi Arabia","Gilthead seabream","Indian Ocean, Western",2003,25605.2,NA,0.101958195276392
"19965","Saudi Arabia","Goldlined seabream","Indian Ocean, Western",2003,0,NA,0
"19966","Saudi Arabia","Groupers nei","Indian Ocean, Western",2003,0,NA,0
"19967","Saudi Arabia","Indian white prawn","Indian Ocean, Western",2003,26252.8,NA,0.104536895199103
"19968","Saudi Arabia","Sobaity seabream","Indian Ocean, Western",2003,NA,NA,NA
"19969","Saudi Arabia","Spinefeet(=Rabbitfishes) nei","Indian Ocean, Western",2003,13.75,NA,5.47515811261146e-05
"19970","Saudi Arabia","Whiteleg shrimp","Indian Ocean, Western",2003,0,0,0
"19971","Senegal","Blue mussel","Atlantic, Eastern Central",2003,NA,NA,NA
"19972","Senegal","Gasar cupped oyster","Atlantic, Eastern Central",2003,0,NA,0
"19973","Senegal","Pacific cupped oyster","Atlantic, Eastern Central",2003,94720.63,NA,1
"19974","Serbia and Montenegro","Mediterranean mussel","Mediterranean and Black Sea",2003,167.24,0.00484052098408104,1
"19975","Seychelles","Giant tiger prawn","Indian Ocean, Western",2003,75939.64,3037.5856,1
"19976","Singapore","Banana prawn","Pacific, Western Central",2003,0,0,0
"19977","Singapore","Barramundi(=Giant seaperch)","Pacific, Western Central",2003,0,NA,0
"19978","Singapore","Bigeye trevally","Pacific, Western Central",2003,865.37,NA,0.000224836256163959
"19979","Singapore","Black grouper","Pacific, Western Central",2003,NA,NA,NA
"19980","Singapore","Brown-marbled grouper","Pacific, Western Central",2003,21573.3,NA,0.00560507066931132
"19981","Singapore","Cobia","Pacific, Western Central",2003,127179.8,7.86906323474818,0.0330432417251362
"19982","Singapore","Flathead grey mullet","Pacific, Western Central",2003,NA,NA,NA
"19983","Singapore","Fourfinger threadfin","Pacific, Western Central",2003,128426.5,NA,0.0333671533011783
"19984","Singapore","Giant grouper","Pacific, Western Central",2003,1277.26,0.0845363690515587,0.000331851527725688
"19985","Singapore","Giant tiger prawn","Pacific, Western Central",2003,0,0,0
"19986","Singapore","Golden trevally","Pacific, Western Central",2003,133402.19,NA,0.0346599130587762
"19987","Singapore","Green humphead parrotfish","Pacific, Western Central",2003,NA,NA,NA
"19988","Singapore","Green mussel","Pacific, Western Central",2003,0,NA,0
"19989","Singapore","Groupers nei","Pacific, Western Central",2003,NA,NA,NA
"19990","Singapore","Humpback grouper","Pacific, Western Central",2003,2707.64,NA,0.000703485954724317
"19991","Singapore","Indo-Pacific swamp crab","Pacific, Western Central",2003,6561.8,12.0621323529412,0.00170485520147066
"19992","Singapore","John's snapper","Pacific, Western Central",2003,367926.94,241.105465268676,0.0955930015270481
"19993","Singapore","Kuruma prawn","Pacific, Western Central",2003,10.66,NA,2.76962974300912e-06
"19994","Singapore","Malabar grouper","Pacific, Western Central",2003,NA,NA,NA
"19995","Singapore","Mangrove red snapper","Pacific, Western Central",2003,1203595.9,NA,0.31271247684839
"19996","Singapore","Marine fishes nei","Pacific, Western Central",2003,361.42,NA,9.39023997859622e-05
"19997","Singapore","Milkfish","Pacific, Western Central",2003,NA,NA,NA
"19998","Singapore","Mozambique tilapia","Pacific, Western Central",2003,29173.42,NA,0.0075796971610973
"19999","Singapore","Mud spiny lobster","Pacific, Western Central",2003,18928.39,1.85209295499022,0.0049178829203824
"20000","Singapore","Orange-spotted grouper","Pacific, Western Central",2003,52.55,0.00685673277661795,1.3653287335378e-05
"20001","Singapore","Pacific cupped oyster","Pacific, Western Central",2003,262609.16,26260.916,0.0682298443079401
"20002","Singapore","Papuan black snapper","Pacific, Western Central",2003,NA,NA,NA
"20003","Singapore","Penaeus shrimps nei","Pacific, Western Central",2003,NA,NA,NA
"20004","Singapore","Snappers nei","Pacific, Western Central",2003,4500,NA,0.00116916827800573
"20005","Singapore","Snubnose pompano","Pacific, Western Central",2003,NA,NA,NA
"20006","Singapore","Spinefeet(=Rabbitfishes) nei","Pacific, Western Central",2003,1509332.6,NA,0.392147510417757
